comment_id,parent_post_id,tech_tag,label,compound
mt1gvgo,1kpwdvx,Digital Twins,Positive,0.2023
mt2g1ob,1kpwdvx,Digital Twins,Positive,0.8573
llwyasr,1fayufd,Digital Twins,Positive,0.1655
llxe4s8,1fayufd,Digital Twins,Positive,0.945
llxn282,1fayufd,Digital Twins,Neutral,0.0
llwv2as,1fayufd,Digital Twins,Negative,-0.4767
llxu6f0,1fayufd,Digital Twins,Positive,0.9887
lly54ym,1fayufd,Digital Twins,Neutral,0.0
llzino6,1fayufd,Digital Twins,Positive,0.6557
llzixcr,1fayufd,Digital Twins,Negative,-0.2746
lm1ajg0,1fayufd,Digital Twins,Positive,0.605
llz5mp2,1fayufd,Digital Twins,Neutral,0.0
ln10a9s,1fayufd,Digital Twins,Neutral,0.0
llxcpzf,1fayufd,Digital Twins,Positive,0.3804
lm91t26,1fayufd,Digital Twins,Positive,0.5267
mguhwld,1fayufd,Digital Twins,Positive,0.3182
llwy10p,1fayufd,Digital Twins,Positive,0.4118
lm1fskl,1fayufd,Digital Twins,Positive,0.4939
lm28ioj,1fayufd,Digital Twins,Negative,-0.4019
llx0bs2,1fayufd,Digital Twins,Positive,0.5623
lm19apt,1fayufd,Digital Twins,Neutral,0.0
lm1gpw6,1fayufd,Digital Twins,Negative,-0.4215
mpzydjs,1kbpe48,Digital Twins,Neutral,0.0
mq50pcl,1kbpe48,Digital Twins,Neutral,0.0
mt6i0pk,1kbpe48,Digital Twins,Positive,0.4019
mvt5k5v,1kbpe48,Digital Twins,Positive,0.5267
n37p5p9,1kbpe48,Digital Twins,Positive,0.4939
mpzyhnl,1kbpe48,Digital Twins,Negative,-0.6322
mq6bccu,1kbpe48,Digital Twins,Neutral,0.0
mwnidkj,1kbpe48,Digital Twins,Positive,0.784
l99z4vv,1djcwyd,Digital Twins,Positive,0.0772
l9a24c8,1djcwyd,Digital Twins,Negative,-0.2023
l9a1zxr,1djcwyd,Digital Twins,Positive,0.0772
l9afsuh,1djcwyd,Digital Twins,Neutral,0.0
mmcjvxj,1djcwyd,Digital Twins,Neutral,0.0
l9awa5h,1djcwyd,Digital Twins,Positive,0.8271
l9cphim,1djcwyd,Digital Twins,Neutral,0.0
l9iivor,1djcwyd,Digital Twins,Positive,0.4404
l9cq276,1djcwyd,Digital Twins,Neutral,0.0
l9axqef,1djcwyd,Digital Twins,Positive,0.7964
l9cp30x,1djcwyd,Digital Twins,Neutral,0.0
l9cr5h7,1djcwyd,Digital Twins,Positive,0.8442
llyffet,1djcwyd,Digital Twins,Positive,0.9446
l9ipxmj,1djcwyd,Digital Twins,Positive,0.3182
labn9es,1djcwyd,Digital Twins,Positive,0.3182
l9dfm9n,1djcwyd,Digital Twins,Negative,-0.5719
l9g0de8,1djcwyd,Digital Twins,Positive,0.8968
n3m2ep7,1djcwyd,Digital Twins,Positive,0.4404
llz06mq,1djcwyd,Digital Twins,Neutral,0.0
ls9evqf,1djcwyd,Digital Twins,Positive,0.9141
mqdb3bs,1kdt4ng,Digital Twins,Positive,0.1901
mqdfa5f,1kdt4ng,Digital Twins,Positive,0.3682
lsujqj7,1g7z4bg,Digital Twins,Negative,-0.4437
lsx0bl2,1g7z4bg,Digital Twins,Negative,-0.1558
mb9j14z,1g7z4bg,Digital Twins,Positive,0.7351
lt8a2of,1g7z4bg,Digital Twins,Negative,-0.1695
lsuo8bs,1g7z4bg,Digital Twins,Negative,-0.0772
lt6tuvx,1g7z4bg,Digital Twins,Neutral,0.0
lsz6k30,1g7z4bg,Digital Twins,Positive,0.9042
lsv8e3l,1g7z4bg,Digital Twins,Positive,0.3816
lszj589,1g7z4bg,Digital Twins,Positive,0.0516
lszjpf8,1g7z4bg,Digital Twins,Positive,0.2263
l9cm4gz,1djmo8c,Digital Twins,Positive,0.8794
l9byokv,1djmo8c,Digital Twins,Neutral,0.0
l9byxtw,1djmo8c,Digital Twins,Positive,0.2023
l9esktm,1djmo8c,Digital Twins,Positive,0.9723
l9d9vlk,1djmo8c,Digital Twins,Positive,0.3612
l9il6yc,1djmo8c,Digital Twins,Positive,0.8062
lacj3ki,1djmo8c,Digital Twins,Positive,0.7003
l9yc2zu,1djmo8c,Digital Twins,Neutral,0.0
l9zowgo,1djmo8c,Digital Twins,Positive,0.765
l99wiko,1di3y49,Digital Twins,Neutral,0.0
l9acps2,1di3y49,Digital Twins,Neutral,0.0
kzxkc6l,1c5w2zm,Digital Twins,Positive,0.886
mj640ie,1c5w2zm,Digital Twins,Positive,0.9883
kzxnsuo,1c5w2zm,Digital Twins,Positive,0.9419
l0gj4k1,1c5w2zm,Digital Twins,Positive,0.8765
l1vyuad,1cgeynb,Digital Twins,Neutral,0.0475
l1wpovm,1cgeynb,Digital Twins,Positive,0.3818
mt5d6jh,1kqfsu9,Big Data,Positive,0.6865
mt5vbel,1kqfsu9,Big Data,Neutral,0.0
mtf4y2h,1kqfsu9,Big Data,Negative,-0.9244
mttr0a4,1kqfsu9,Big Data,Positive,0.9274
mt7h3x1,1kqfsu9,Big Data,Positive,0.5661
mt7q3db,1kqfsu9,Big Data,Positive,0.9885
mt8l9om,1kqfsu9,Big Data,Neutral,0.0
mt8lnpj,1kqfsu9,Big Data,Positive,0.9781
mtf58kr,1kqfsu9,Big Data,Positive,0.2732
muhudt6,1kqfsu9,Big Data,Positive,0.9499
muhus5e,1kqfsu9,Big Data,Positive,0.7269
muhtzlg,1kqfsu9,Big Data,Positive,0.7506
muhxdzn,1kqfsu9,Big Data,Positive,0.2714
lgtmj71,1elnxuo,Big Data,Positive,0.2263
lgt25me,1elnxuo,Big Data,Positive,0.2363
lgtcitn,1elnxuo,Big Data,Positive,0.2732
lgw7ds7,1elnxuo,Big Data,Positive,0.4019
lgwwexf,1elnxuo,Big Data,Positive,0.8537
lgujbml,1elnxuo,Big Data,Positive,0.4389
lh03r4y,1elnxuo,Big Data,Positive,0.5499
lgvzl5f,1elnxuo,Big Data,Positive,0.594
m6ovwj8,1elnxuo,Big Data,Positive,0.8284
lgwao4d,1elnxuo,Big Data,Positive,0.6793
lgtes13,1elnxuo,Big Data,Positive,0.9193
lgtj04n,1elnxuo,Big Data,Positive,0.4515
lgwd0me,1elnxuo,Big Data,Positive,0.7816
lgzesd8,1elnxuo,Big Data,Positive,0.9733
lgwaxa0,1elnxuo,Big Data,Positive,0.6105
lgwa5vr,1elnxuo,Big Data,Positive,0.9587
lgwh0sp,1elnxuo,Big Data,Positive,0.7423
lgtiibo,1elnxuo,Big Data,Positive,0.4215
lgtwfir,1elnxuo,Big Data,Neutral,0.0
lgu3szq,1elnxuo,Big Data,Positive,0.9011
luntgkd,1gg4mnr,Big Data,Positive,0.9609
lumzd7b,1gg4mnr,Big Data,Neutral,0.0
lur1plm,1gg4mnr,Big Data,Positive,0.4588
lunb6cm,1gg4mnr,Big Data,Neutral,0.0
lurjsge,1gg4mnr,Big Data,Positive,0.9308
lund5hj,1gg4mnr,Big Data,Positive,0.4404
lutkndv,1gg4mnr,Big Data,Neutral,0.0
nilm41k,1o26ft4,Big Data,Positive,0.6901
nimgjta,1o26ft4,Big Data,Positive,0.4404
m5j7lk8,1htsrc2,IoT,Neutral,0.0
m5j7wux,1htsrc2,IoT,Neutral,0.0
n552hqw,1m96t9t,IoT,Positive,0.4201
n554te7,1m96t9t,IoT,Neutral,0.0
n57ilz1,1m96t9t,IoT,Negative,-0.9032
n54sss3,1m96t9t,IoT,Negative,-0.0644
n5712ct,1m96t9t,IoT,Positive,0.8225
n55e8c7,1m96t9t,IoT,Positive,0.6465
n55krf4,1m96t9t,IoT,Positive,0.7245
n57dfwf,1m96t9t,IoT,Positive,0.3612
n57kvjr,1m96t9t,IoT,Positive,0.9878
n58u4xe,1m96t9t,IoT,Positive,0.8955
n5c1hjs,1m96t9t,IoT,Positive,0.4404
n5h4ay2,1m96t9t,IoT,Negative,-0.9354
n5jtctx,1m96t9t,IoT,Positive,0.9411
n5lqugi,1m96t9t,IoT,Positive,0.2144
n5n9ku6,1m96t9t,IoT,Negative,-0.4588
n5uhvck,1m96t9t,IoT,Positive,0.9732
n5zciy0,1m96t9t,IoT,Neutral,0.0
n5b48r4,1m96t9t,IoT,Positive,0.3971
n55615a,1m96t9t,IoT,Neutral,0.0
n57x1nz,1m96t9t,IoT,Neutral,0.0
lbmr5pt,1dv56zh,IoT,Positive,0.6643
ldua7tv,1dv56zh,IoT,Neutral,0.0
lbopo4a,1dv56zh,IoT,Positive,0.3802
lbmvnz3,1dv56zh,IoT,Positive,0.5951
ldueip1,1dv56zh,IoT,Positive,0.9422
lbpw8sh,1dv56zh,IoT,Positive,0.508
lduimyv,1dv56zh,IoT,Positive,0.3182
ldukbcn,1dv56zh,IoT,Positive,0.3182
n1q8vws,1ltgorn,Parametric Design,Negative,-0.1531
n1qa028,1ltgorn,Parametric Design,Neutral,0.0
n1qqlf8,1ltgorn,Parametric Design,Positive,0.4215
n1r7do7,1ltgorn,Parametric Design,Negative,-0.1779
n1sp3ks,1ltgorn,Parametric Design,Positive,0.6908
n1sx32h,1ltgorn,Parametric Design,Positive,0.6369
n1tbko8,1ltgorn,Parametric Design,Positive,0.8176
n1ujegt,1ltgorn,Parametric Design,Positive,0.6652
nruey51,1pc114q,AM_3Dprinting,Positive,0.9548
nrvbdq6,1pc114q,AM_3Dprinting,Positive,0.09
ns1tltr,1pc114q,AM_3Dprinting,Neutral,0.0
nrug85u,1pc114q,AM_3Dprinting,Positive,0.9485
nrvm2rb,1pc114q,AM_3Dprinting,Positive,0.5106
nrugyf6,1pc114q,AM_3Dprinting,Positive,0.9267
o24g6ik,1qosbqn,Prefabrication,Neutral,-0.027
o23tdzz,1qosbqn,Prefabrication,Positive,0.4404
o23pinu,1qosbqn,Prefabrication,Positive,0.3818
o24e0d4,1qosbqn,Prefabrication,Neutral,0.0
o265dlp,1qosbqn,Prefabrication,Positive,0.8201
o24dpm4,1qosbqn,Prefabrication,Positive,0.6098
mvuwknd,1l2qbd8,Prefabrication,Positive,0.0772
mvv5ryl,1l2qbd8,Prefabrication,Positive,0.2824
mvvlctp,1l2qbd8,Prefabrication,Positive,0.6692
mvwk897,1l2qbd8,Prefabrication,Positive,0.8548
maum7y3,1ih6mps,Prefabrication,Positive,0.7191
lc159c8,1dx9skq,UAV,Neutral,0.0
lc13y9n,1dx9skq,UAV,Positive,0.6124
lc0ya2b,1dx9skq,UAV,Neutral,0.0
lc18m6m,1dx9skq,UAV,Neutral,0.0
lc1p4ki,1dx9skq,UAV,Positive,0.2023
lc5ud5d,1dx9skq,UAV,Positive,0.3321
lc76rzn,1dx9skq,UAV,Neutral,0.0
lc7jllr,1dx9skq,UAV,Positive,0.8122
lc7kawh,1dx9skq,UAV,Positive,0.2193
lc7iz2m,1dx9skq,UAV,Positive,0.8257
lc7kfqe,1dx9skq,UAV,Positive,0.4926
lc7l9ae,1dx9skq,UAV,Positive,0.68
lc7klxb,1dx9skq,UAV,Positive,0.5423
lg22yiq,1dx9skq,UAV,Positive,0.6597
lc9x5gx,1dx9skq,UAV,Negative,-0.2063
lc7ycq0,1dx9skq,UAV,Positive,0.6808
lc7miqq,1dx9skq,UAV,Positive,0.296
n7kmkjv,1mkqfcs,Geographic Information Systems (GIS),Positive,0.6901
n7m6ar8,1mkqfcs,Geographic Information Systems (GIS),Positive,0.9531
n7qkrzr,1mkqfcs,Geographic Information Systems (GIS),Positive,0.25
n7ky03w,1mkqfcs,Geographic Information Systems (GIS),Positive,0.6486
n7kptgh,1mkqfcs,Geographic Information Systems (GIS),Neutral,0.0
n816wtz,1mkqfcs,Geographic Information Systems (GIS),Negative,-0.4215
n8e4gjo,1mkqfcs,Geographic Information Systems (GIS),Positive,0.9393
n7kn4ok,1mkqfcs,Geographic Information Systems (GIS),Positive,0.8381
n7n07od,1mkqfcs,Geographic Information Systems (GIS),Positive,0.3788
n7swip5,1mkqfcs,Geographic Information Systems (GIS),Positive,0.8792
n7rw7su,1mkqfcs,Geographic Information Systems (GIS),Neutral,0.0
n7krzdf,1mkqfcs,Geographic Information Systems (GIS),Positive,0.8612
n7lcgs8,1mkqfcs,Geographic Information Systems (GIS),Negative,-0.5423
n869b20,1mkqfcs,Geographic Information Systems (GIS),Positive,0.8481
n7q3wz0,1mkqfcs,Geographic Information Systems (GIS),Positive,0.8128
n8e4skg,1mkqfcs,Geographic Information Systems (GIS),Positive,0.264
n7lhlum,1mkqfcs,Geographic Information Systems (GIS),Neutral,0.0
n8oii5q,1mkqfcs,Geographic Information Systems (GIS),Negative,-0.2732
n7lwpgx,1mkqfcs,Geographic Information Systems (GIS),Positive,0.6228
n8r2dlq,1mkqfcs,Geographic Information Systems (GIS),Positive,0.1795
nlgbzul,1of77he,Geographic Information Systems (GIS),Positive,0.6124
mgx2k3m,1j7h6fr,Geographic Information Systems (GIS),Positive,0.9139
mgz0r44,1j7h6fr,Geographic Information Systems (GIS),Positive,0.9676
mh6hqjk,1j7h6fr,Geographic Information Systems (GIS),Positive,0.8271
mh7u2p7,1j7h6fr,Geographic Information Systems (GIS),Positive,0.9243
mm7pp22,1jol4ns,Geographic Information Systems (GIS),Negative,-0.5266
mn74g3d,1jol4ns,Geographic Information Systems (GIS),Positive,0.8816
lh8pczl,1ensdit,XR,Neutral,0.0
lh9yni7,1ensdit,XR,Positive,0.8934
lhc7a4b,1ensdit,XR,Negative,-0.0516
lh9pllg,1ensdit,XR,Negative,-0.0772
lhc8ts0,1ensdit,XR,Positive,0.6115
lhe4j42,1ensdit,XR,Positive,0.2382
mu4tenp,1kuu056,XR,Neutral,0.0
mu5ng82,1kuu056,XR,Positive,0.7725
mu5oajc,1kuu056,XR,Positive,0.8779
mu6p34k,1kuu056,XR,Positive,0.9152
mu6y4x7,1kuu056,XR,Positive,0.9212
mw6qlru,1kuu056,XR,Positive,0.4215
mu61krg,1kuu056,XR,Positive,0.4926
mu62v8n,1kuu056,XR,Positive,0.8402
mu63jgz,1kuu056,XR,Positive,0.9664
mu6u7kq,1kuu056,XR,Positive,0.8264
mu724yx,1kuu056,XR,Positive,0.9712
mw6t364,1kuu056,XR,Positive,0.69
mu99jrx,1kuu056,XR,Positive,0.9286
mua5iav,1kuu056,XR,Positive,0.3612
mkpjbaq,1jo6uij,XR,Positive,0.2617
l7w6jd9,1dc7uz7,XR,Positive,0.9264
l7w7gca,1dc7uz7,XR,Positive,0.9287
l7wetmc,1dc7uz7,XR,Positive,0.246
l7wfcsi,1dc7uz7,XR,Positive,0.9516
l7wmoy0,1dc7uz7,XR,Negative,-0.128
l7w6wz6,1dc7uz7,XR,Positive,0.705
l7wijux,1dc7uz7,XR,Positive,0.3384
l7woyjn,1dc7uz7,XR,Positive,0.4215
l7wvs4p,1dc7uz7,XR,Positive,0.5859
l7x10wm,1dc7uz7,XR,Positive,0.3612
l8mkd1s,1dc7uz7,XR,Positive,0.4585
l7w72xn,1dc7uz7,XR,Positive,0.7394
l7wchwe,1dc7uz7,XR,Positive,0.7088
l7wog4v,1dc7uz7,XR,Positive,0.4019
l7weabz,1dc7uz7,XR,Positive,0.9199
l7wdpgi,1dc7uz7,XR,Positive,0.9186
l87hx4w,1dc7uz7,XR,Positive,0.7579
l7woond,1dc7uz7,XR,Positive,0.296
lmsno72,1ff4ybd,XR,Positive,0.5859
lmybd52,1ff4ybd,XR,Positive,0.8184
nlmnq3l,1oh7nwc,Simulation,Neutral,0.0
nlnzvuj,1oh7nwc,Simulation,Positive,0.296
nln30fm,1oh7nwc,Simulation,Neutral,0.0
nlop9iq,1oh7nwc,Simulation,Positive,0.7579
nlnpdvr,1oh7nwc,Simulation,Positive,0.5106
nlos5cz,1oh7nwc,Simulation,Neutral,0.0
nlo5q9k,1oh7nwc,Simulation,Positive,0.6808
nlp1fyz,1oh7nwc,Simulation,Positive,0.8439
n08jile,1lmgh83,Simulation,Positive,0.4051
n07de2e,1lmgh83,Simulation,Positive,0.5597
n0an4ha,1lmgh83,Simulation,Positive,0.9839
n0cecb5,1lmgh83,Simulation,Neutral,0.0
n0jtaod,1lmgh83,Simulation,Positive,0.9705
n0blu92,1lmgh83,Simulation,Positive,0.34
n1aw4gi,1lmgh83,Simulation,Negative,-0.1531
n08to3j,1lmgh83,Simulation,Positive,0.9607
n0celzi,1lmgh83,Simulation,Positive,0.2714
n07dz30,1lmgh83,Simulation,Negative,-0.2014
n1awq41,1lmgh83,Simulation,Positive,0.34
n097w4t,1lmgh83,Simulation,Positive,0.8047
n0a1i4s,1lmgh83,Simulation,Positive,0.9442
n983nl7,1mswczi,Simulation,Neutral,0.0
n9c9qq6,1mswczi,Simulation,Positive,0.889
n999vp0,1mswczi,Simulation,Neutral,0.0
nacd2jh,1mswczi,Simulation,Neutral,0.0
n98d7bf,1mswczi,Simulation,Positive,0.2732
mpbyw9u,1k95ssh,Simulation,Positive,0.5728
mpbpz3t,1k95ssh,Simulation,Positive,0.9674
mpflgn2,1k95ssh,Simulation,Positive,0.476
mpbu73f,1k95ssh,Simulation,Positive,0.7184
mpd7vrn,1k95ssh,Simulation,Positive,0.4215
mpc59ys,1k95ssh,Simulation,Positive,0.807
mpdzbv5,1k95ssh,Simulation,Positive,0.7003
mpbw3br,1k95ssh,Simulation,Positive,0.4019
mpc0mp8,1k95ssh,Simulation,Positive,0.3612
ly1tdjp,1gvght5,Simulation,Positive,0.4916
ly3kq30,1gvght5,Simulation,Neutral,0.0
ly8ugcg,1gvght5,Simulation,Negative,-0.3818
lyd54wx,1gvght5,Simulation,Neutral,0.0
ly23ui9,1gvght5,Simulation,Positive,0.9391
ly5z114,1gvght5,Simulation,Positive,0.3612
lycadlq,1gvght5,Simulation,Positive,0.4588
lyo9e67,1gvght5,Simulation,Positive,0.7096
lyl0mrh,1gvght5,Simulation,Positive,0.914
lycb2kb,1gvght5,Simulation,Positive,0.9001
lyci95p,1gvght5,Simulation,Positive,0.6212
lykf70h,1gvght5,Simulation,Positive,0.4588
mosmt85,1k6qivw,Simulation,Neutral,0.0
mp0pfkg,1k6qivw,Simulation,Neutral,0.0
m6q0y78,1hzbdo5,Simulation,Neutral,0.0
m6x7nvt,1hzbdo5,Simulation,Positive,0.796
m6q4312,1hzbdo5,Simulation,Positive,0.3612
li3i68m,1es3wg3,Simulation,Positive,0.0772
li4jfzf,1es3wg3,Simulation,Positive,0.6872
li39367,1es3wg3,Simulation,Positive,0.5574
m1avmlh,1es3wg3,Simulation,Neutral,0.0
nf9lc7z,1nluam5,BIM,Negative,-0.1531
nf8i142,1nluam5,BIM,Positive,0.6266
nf8vwvt,1nluam5,BIM,Neutral,0.0
nf84j4u,1nluam5,BIM,Neutral,0.0
nf89uu8,1nluam5,BIM,Positive,0.4019
nf8a78x,1nluam5,BIM,Positive,0.4404
nf8hmv8,1nluam5,BIM,Positive,0.1901
nf8nehk,1nluam5,BIM,Positive,0.8622
ng00mmq,1nluam5,BIM,Positive,0.3348
nf9li7s,1nluam5,BIM,Positive,0.5859
nf9gj6n,1nluam5,BIM,Neutral,0.0
nf9gh6v,1nluam5,BIM,Neutral,0.0
nfaphe2,1nluam5,BIM,Positive,0.5267
n1n51wu,1lsxq1n,BIM,Negative,-0.2755
n1y2k4e,1lsxq1n,BIM,Neutral,0.0
n1phnai,1lsxq1n,BIM,Negative,-0.6535
n2ahugc,1lsxq1n,BIM,Neutral,0.0
n2pair1,1lsxq1n,BIM,Negative,-0.5994
n2qnty6,1lsxq1n,BIM,Positive,0.4371
n6ly2gz,1mcstvf,BIM,Positive,0.5994
n6fau8n,1mcstvf,BIM,Positive,0.973
n5xv9d6,1mcstvf,BIM,Positive,0.5106
m8c5kjv,1i6h9l8,BIM,Neutral,0.0
m8c6qcx,1i6h9l8,BIM,Negative,-0.6527
m8c85mi,1i6h9l8,BIM,Positive,0.3071
m8fdtti,1i6h9l8,BIM,Positive,0.3384
m8dc5mf,1i6h9l8,BIM,Positive,0.8718
maqkqec,1igixd9,BIM,Positive,0.9087
lp0ozhk,1fpwamb,BIM,Positive,0.0772
lp2yker,1fpwamb,BIM,Negative,-0.4404
lp2fm6m,1fpwamb,BIM,Positive,0.7124
lp3cinm,1fpwamb,BIM,Positive,0.6124
lp1y8q0,1fpwamb,BIM,Positive,0.4877
lp4vhxv,1fpwamb,BIM,Neutral,0.0
lp4fz1u,1fpwamb,BIM,Neutral,0.0
lvho1i3,1fpwamb,BIM,Negative,-0.296
lws9v6t,1gp9vpa,BIM,Positive,0.8126
lwp2cnd,1gp9vpa,BIM,Neutral,0.0
lwrvcuk,1gp9vpa,BIM,Negative,-0.5216
lwqvots,1gp9vpa,BIM,Negative,-0.4939
l1sfe7d,1cfycuz,BIM,Positive,0.7906
l1sfy9f,1cfycuz,BIM,Neutral,0.0
l1t1fxh,1cfycuz,BIM,Positive,0.4329
lz8z4zb,1cfycuz,BIM,Positive,0.4878
l1simi0,1cfycuz,BIM,Positive,0.0772
l1tm2up,1cfycuz,BIM,Positive,0.5023
l261hon,1cfycuz,BIM,Positive,0.8807
l26jvz9,1cfycuz,BIM,Positive,0.7351
nk5p970,1o9z2qz,BIM,Neutral,0.0
nk60tc0,1o9z2qz,BIM,Negative,-0.128
nk69zgj,1o9z2qz,BIM,Negative,-0.3828
nk65fek,1o9z2qz,BIM,Negative,-0.1583
nk6e8ej,1o9z2qz,BIM,Positive,0.6577
nk76iy0,1o9z2qz,BIM,Positive,0.5719
nk666g5,1o9z2qz,BIM,Positive,0.5023
nk5r2m4,1o9z2qz,BIM,Negative,-0.3818
nk73zth,1o9z2qz,BIM,Positive,0.0971
nkcexxm,1o9z2qz,BIM,Positive,0.4588
nkjeh9y,1o9z2qz,BIM,Negative,-0.6652
notuslr,1o9z2qz,BIM,Positive,0.8677
nk62ten,1o9z2qz,BIM,Negative,-0.0772
nk65xju,1o9z2qz,BIM,Positive,0.4019
nk68ayd,1o9z2qz,BIM,Neutral,0.0
nk68ul6,1o9z2qz,BIM,Positive,0.4663
nk6cw95,1o9z2qz,BIM,Neutral,0.0
nk6nts4,1o9z2qz,BIM,Neutral,0.0
nk7xoe0,1o9z2qz,BIM,Neutral,0.0
nk92do1,1o9z2qz,BIM,Negative,-0.4404
nvpfbzt,1puky4w,BIM,Positive,0.6059
nvph7bt,1puky4w,BIM,Positive,0.9727
nvpjd9f,1puky4w,BIM,Negative,-0.5423
nvpovhx,1puky4w,BIM,Positive,0.6338
nvplh3q,1puky4w,BIM,Positive,0.4804
nvppi8k,1puky4w,BIM,Positive,0.7003
nvq30h5,1puky4w,BIM,Neutral,-0.0449
nvujj55,1puky4w,BIM,Positive,0.7391
nvr12rv,1puky4w,BIM,Negative,-0.4476
nvs49rf,1puky4w,BIM,Negative,-0.481
nvrtfwn,1puky4w,BIM,Neutral,0.0
nvt8cia,1puky4w,BIM,Negative,-0.2411
nvuk6an,1puky4w,BIM,Negative,-0.3639
nwcqt6c,1puky4w,BIM,Neutral,0.0
nvpo17p,1puky4w,BIM,Neutral,0.0
nwbrqah,1puky4w,BIM,Neutral,0.0
nwbq3gx,1puky4w,BIM,Neutral,0.0129
nwbqy9y,1puky4w,BIM,Negative,-0.6595
nwbrnax,1puky4w,BIM,Positive,0.7845
nwbqnxg,1puky4w,BIM,Negative,-0.4767
o5w9e7i,1r7bpld,BIM,Positive,0.8591
o61m7wa,1r7bpld,BIM,Negative,-0.0772
o5weq4v,1r7bpld,BIM,Positive,0.9524
o5wcotc,1r7bpld,BIM,Negative,-0.4052
o5wu6ps,1r7bpld,BIM,Negative,-0.296
o5yafgi,1r7bpld,BIM,Positive,0.9275
o6e9452,1r7bpld,BIM,Positive,0.9449
o5w7vhs,1r7bpld,BIM,Positive,0.701
o5w9r7k,1r7bpld,BIM,Negative,-0.0772
o5x9oc0,1r7bpld,BIM,Positive,0.168
o66b5ga,1r7bpld,BIM,Positive,0.624
o6adiqs,1r7bpld,BIM,Positive,0.9538
o6e5yid,1r7bpld,BIM,Positive,0.296
o6gx9sf,1r7bpld,BIM,Negative,-0.2933
o6porne,1r7bpld,BIM,Positive,0.0772
o5wcmrf,1r7bpld,BIM,Neutral,0.0
o5x8qaf,1r7bpld,BIM,Neutral,0.0
o61u774,1r7bpld,BIM,Negative,-0.4289
o5wxwel,1r7bpld,BIM,Negative,-0.4738
o5wjpgr,1r7bpld,BIM,Negative,-0.2411
o69nh3p,1r93fyi,BIM,Positive,0.9386
o69wpcu,1r93fyi,BIM,Negative,-0.1232
o69rt1p,1r93fyi,BIM,Neutral,0.0
o69zol5,1r93fyi,BIM,Positive,0.3919
o6ardev,1r93fyi,BIM,Positive,0.5994
o6b4268,1r93fyi,BIM,Positive,0.4019
o6brh59,1r93fyi,BIM,Positive,0.2845
o6bu6xh,1r93fyi,BIM,Positive,0.8557
o6i979m,1r93fyi,BIM,Positive,0.5479
o6a9fmd,1r93fyi,BIM,Neutral,0.0
o6akd1s,1r93fyi,BIM,Positive,0.2144
o6atyxv,1r93fyi,BIM,Positive,0.4767
o6co9du,1r93fyi,BIM,Positive,0.5776
o6giz57,1r93fyi,BIM,Positive,0.9668
o6gynno,1r93fyi,BIM,Negative,-0.0516
o6ifton,1r93fyi,BIM,Positive,0.4341
o69oz4r,1r93fyi,BIM,Positive,0.5927
o6b2eoy,1r93fyi,BIM,Positive,0.6808
o6a073k,1r93fyi,BIM,Negative,-0.7089
o6ahfsd,1r93fyi,BIM,Neutral,0.0
o0wu0hb,1qj7830,BIM,Positive,0.1901
o0wsouw,1qj7830,BIM,Positive,0.5994
o0wx2mk,1qj7830,BIM,Positive,0.5661
o0wwscj,1qj7830,BIM,Positive,0.4939
o0x1rrl,1qj7830,BIM,Negative,-0.5859
o0x3cm0,1qj7830,BIM,Negative,-0.836
o0x8kxh,1qj7830,BIM,Negative,-0.25
o1984ll,1qj7830,BIM,Negative,-0.2591
o0yro0x,1qj7830,BIM,Positive,0.5423
o111w1e,1qj7830,BIM,Neutral,0.0
o1x9gtn,1qj7830,BIM,Negative,-0.4801
o0y6yuy,1qj7830,BIM,Positive,0.2817
o1swiuq,1qj7830,BIM,Negative,-0.7003
o2bhrql,1qj7830,BIM,Negative,-0.5106
o0yvcwq,1qj7830,BIM,Negative,-0.8313
o1siwop,1qj7830,BIM,Positive,0.1027
o1sj9vo,1qj7830,BIM,Positive,0.659
o14fs5i,1qj7830,BIM,Neutral,0.0
o0xbqnb,1qj7830,BIM,Positive,0.34
o0z4dkn,1qj7830,BIM,Negative,-0.3919
nybm483,1q6yutl,BIM,Negative,-0.0531
nybnaso,1q6yutl,BIM,Positive,0.5256
nybpfoz,1q6yutl,BIM,Negative,-0.5573
nybj0xe,1q6yutl,BIM,Positive,0.8573
nybjej3,1q6yutl,BIM,Positive,0.7351
nychf2u,1q6yutl,BIM,Positive,0.8201
nydjj4w,1q6yutl,BIM,Positive,0.5423
nyeg2a5,1q6yutl,BIM,Positive,0.7003
nyev6jb,1q6yutl,BIM,Positive,0.6808
nybopfu,1q6yutl,BIM,Positive,0.8555
nybptyf,1q6yutl,BIM,Neutral,0.0
nyboxwy,1q6yutl,BIM,Positive,0.6908
nybr0gb,1q6yutl,BIM,Positive,0.8935
nybmo0r,1q6yutl,BIM,Negative,-0.4404
nybmy2n,1q6yutl,BIM,Positive,0.3939
nycqdjt,1q6yutl,BIM,Positive,0.962
nz3x1qx,1q6yutl,BIM,Positive,0.964
nz3xr5d,1q6yutl,BIM,Positive,0.9335
nz3y8bu,1q6yutl,BIM,Positive,0.9572
nybpen6,1q6yutl,BIM,Positive,0.8531
o3ickce,1qvlajy,BIM,Negative,-0.5994
o3ices2,1qvlajy,BIM,Positive,0.5574
o3ic8je,1qvlajy,BIM,Neutral,0.0
o3jjy3g,1qvlajy,BIM,Positive,0.7944
o3idp20,1qvlajy,BIM,Neutral,0.0
